"Name";"Ingredients";"Energy_kcal";"Fat_g";"Carbohydrates_g";"Fiber_g";"Protein_g"
"wegetarianskie-chili-z-batatami";c("batat", "bulion warzywny", "cebula", "cebula dymka", "chili mielone", "cukier trzcinowy", "fasola czerwona z puszki", "koncentrat pomidorowy", "kukurydza konserwowa", "oliwa z oliwek", "oregano suszone", "sól", "śmietana 18%", "wino czerwone", "sok z limonki", "pomidory krojone z puszki", "ząbek czosnku");"198";"6,1";"28,9";"6,8";"6,8"
"penne-z-wegetarianskim-bolognese";c("bazylia świeża", "bulion warzywny", "cebula", "cukier", "oliwki czarne", "pieprz czarny", "marchew", "oliwa z oliwek", "oregano suszone", "parmezan", "pomidorki koktajlowe", "przecier pomidorowy", "seler naciowy", "sól", "makaron penne", "pomidory krojone z puszki", "ząbek czosnku");"551,7";"9,1";"98,9";"21,2";"21,2"
"faszerowana-dynia";c("bulion warzywny", "cynamon", "pieprz czarny", "olej słonecznikowy", "parmezan", "pieczarka", "por", "seler naciowy", "sól", "majeranek suszony", "śmietana 18%", "dynia hokkaido", "ryż długoziarnisty");"287,3";"10";"40,8";"12,5";"12,5"
"faszerowana-kalarepa";c("papryka czerwona", "cebula dymka", "ser gouda", "kalarepa", "masło", "papryka mielona słodka", "pieprz czarny", "natka pietruszki", "ryż długoziarnisty", "sól", "masło");"419";"19,1";"48,2";"18,3";"18,3"
"szybkie-tortille-z-salsa-z-brzoskwin";c("brzoskwinia", "ząbek czosnku", "cebula dymka", "kurczak filety z piersi", "hummus", "kminek cały", "limonka", "mięta świeża", "oliwa z oliwek", "papryczka chili czerwona", "tortilla");"416";"18,6";"30,6";"31,6";"31,6"
"hummus-i-tagine-z-kurczakiem-i-morelami";c("brzoskwinia", "bulion drobiowy", "pieprz czarny", "kurczak filety z piersi", "kumin", "oliwa z oliwek", "pistacje", "sól", "szafran", "szalotka", "morele suszone", "kolendra świeża", "kasza kuskus", "ciecierzyca ugotowana", "pomidory krojone z puszki", "ząbek czosnku", "cynamon", "gałka muszkatołowa mielona", "goździki mielone", "imbir świeży", "ziele angielskie mielone", "papryka mielona ostra", "kolendra świeża", "cytryna", "oliwa z oliwek", "natka pietruszki", "ciecierzyca ugotowana", 
"pasta sezamowa tahini", "ząbek czosnku");"651,9";"19";"80,9";"33,9";"33,9"
"schab-ze-sliwka-z-grillowanymi-batatami";c("batat", "botwina", "cebula dymka", "jogurt naturalny", "ocet balsamiczny", "oliwa z oliwek", "pistacje", "powidła śliwkowe", "mięso wieprzowe schab", "ser gorgonzola", "sos worcester", "sól", "śliwka suszona", "ser twaróg tłusty");"708,1";"38,5";"57,4";"34,1";"34,1"
"gulasz-jednogarnkowy-z-warzywami-i-makaronem";c("cebula", "cukier", "cukinia", "pieprz czarny", "papryka czerwona", "pomidor czerwony", "koncentrat pomidorowy", "świeży koperek", "masło", "musztarda francuska", "olej", "papryka mielona słodka", "papryka zielona", "papryka żółta", "mięso wieprzowe schab", "sól", "śmietana 18%", "ząbek czosnku");"329,7";"16,9";"19,6";"20,6";"20,6"
"delikatne-kotlety-mielone-z-serem-plesniowym-i-szpinak-z-suszonymi-pomidorami";c("cebula dymka", "ząbek czosnku", "kasza jęczmienna", "mięso mielone wieprzowe", "natka pietruszki", "papryczka chili czerwona", "płatki kukurydziane", "lazur błękitny", "cytryna", "ząbek czosnku", "gałka muszkatołowa mielona", "pomidor suszony", "szpinak baby", "olej");"124,8";"7,2";"11,4";"5,0";"5,0"
"lasagne-z-cukinia-i-baklazanem";c("bakłażan", "cebula", "cukier", "cukinia", "pieprz czarny", "koncentrat pomidorowy", "oliwa z oliwek", "oregano suszone", "sól", "tymianek suszony", "mięso mielone wieprzowe", "pomidory krojone z puszki", "ząbek czosnku", "pieprz czarny", "gałka muszkatołowa mielona", "masło", "mleko", "sól", "mąka pszenna");"565,6";"38,3";"27,9";"31,1";"31,1"
"kawalki-sera-koziego-na-roszponce-z-orzechami";c("ocet balsamiczny", "pieprz czarny", "gałka muszkatołowa mielona", "jajko", "kasza manna", "miód", "musztarda", "oliwa z oliwek", "orzech włoski", "roszponka", "sól", "mąka pszenna", "ser kozi");"477,7";"36";"18,6";"21,3";"21,3"
"pikantna-salatka-z-ziemniakami-fasolka-i-lososiem";c("cebula czerwona", "cukier", "łosoś filet, bez skóry", "ocet balsamiczny", "oliwa z oliwek", "pieprz czarny", "sól", "chrzan tarty", "wino białe", "fasola szparagowa", "młode ziemniaki");"524,1";"24";"38,4";"31,3";"31,3"
"salatka-z-cukinia-kasza-bulgur-i-serem-kozim";c("bulion warzywny", "cukinia", "cytryna", "pieprz czarny", "miód", "oliwa z oliwek", "oregano suszone", "sól", "kasza bulgur", "ser kozi", "czarnuszka", "ząbek czosnku");"404,6";"24,6";"37,7";"12,2";"12,2"
"salatka-z-kasza-bulgur";c("pomidor czerwony", "cebula", "ząbek czosnku", "papryka pepperoni czerwona", "oliwa z oliwek", "koncentrat pomidorowy", "bulion warzywny", "kasza bulgur", "pieprz czarny", "sól", "ogórek", "papryka żółta", "pomidor czerwony", "oliwki zielone", "sos tzatziki");"295,6";"10,6";"45,6";"8,5";"8,5"
"salatka-z-indykiem-i-marynowanymi-burakami";c("cebula dymka", "pieprz czarny", "miód", "olej", "sól", "tymianek świeży", "kolendra świeża", "indyk pierś", "limonka", "mleczko kokosowe", "orzech nerkowca", "kiełki fasoli mung", "buraki gotowane");"395,8";"13,5";"26";"6,1";"44"
"roladki-z-indyka-z-owocami-i-serem-gorgonzola";c("borówki", "porzeczka czerwona", "limonka", "malina", "miód", "pieprz czarny", "pistacje", "ser gorgonzola", "sól", "morele suszone", "szczypior cebuli", "sznycel z indyka");"374,8";"20,7";"37,9";"14,1";"14,1"
"spaghetti-bolognese-2";c("cebula", "cukier", "ząbek czosnku", "makaron spaghetti", "mięso mielone wieprzowe", "oliwa z oliwek", "pieprz czarny", "pomidory krojone z puszki", "przecier pomidorowy", "sól");"551,1";"21,6";"57";"33,4";"33,4"
"risotto-ze-szpinakiem-i-smazona-ryba";c("bulion warzywny", "cebula", "cytryna", "pieprz czarny", "masło", "szpinak liście, mrożony", "oliwa z oliwek", "sól", "wino białe", "dorsz filet", "ryż do risotto", "ząbek czosnku");"467,1";"13";"58,5";"24,3";"24,3"
"pikantne-quesadillas-z-cukinia";c("awokado", "cebula", "cukinia", "papryczka jalapeno", "oliwa z oliwek", "sól", "limonka", "ser cheddar", "orzech nerkowca", "ząbek czosnku", "tortilla");"1740,8";"114,7";"129,1";"22,3";"62,6"
"wrapy-z-krewetkami-i-warzywami-z-maslem-cytrynowym";c("cytryna", "papryka czerwona", "ząbek czosnku", "kiełki lucerny", "krewetki", "marchew", "masło", "ogórek", "pieprz cytrynowy", "śmietana 18%", "tortilla");"252,2";"15,6";"20,8";"7,3";"7,3"
"tortille-z-poledwica-wieprzowa-i-salatka-z-awokado";c("awokado", "bulion warzywny", "miód", "kolendra mielona", "olej", "oliwa z oliwek", "sól", "śmietana 18%", "kolendra świeża", "limonka", "polędwiczka wieprzowa", "ząbek czosnku", "jabłko czerwone", "tortilla");"452,7";"25,1";"33,3";"26,2";"26,2"
"szparagi-z-mozzarella-i-cytrynowym-winegretem";c("cytryna", "miód", "mozzarella", "oliwa z oliwek", "pieprz cytrynowy", "pistacje", "sól", "trybula", "szparagi zielone");"302,3";"23,8";"7,4";"15,8";"15,8"
"kurczak-z-sosem-truskawkowym";c("cukier", "pieprz czarny", "kurczak filety z piersi", "masło", "olej słonecznikowy", "sól", "truskawka", "wino czerwone", "pieprz zielony");"385,8";"9,3";"11,4";"32,2";"32,2"
"tarta-ze-szpinakiem-i-serem-kozim";c("ciasto francuskie", "cukinia", "papryka czerwona", "ząbek czosnku", "jajko", "mleko", "szpinak baby", "oliwa z oliwek", "pistacje", "pieprz czarny", "sól", "szynka parmeńska", "bazylia świeża", "ser kozi");"532,5";"32,1";"38,3";"21,1";"21,1"
"roladki-ze-schabu-pod-serowym-beszamelem";c("pieprz czarny", "masło klarowane", "mięso wieprzowe schab", "sól", "lazur błękitny", "ząbek czosnku", "szpinak baby", "gałka muszkatołowa mielona", "masło", "mleko", "mąka pszenna", "lazur błękitny");"796,6";"52,6";"16";"52,1";"52,1"
"sajgonki-z-pieczona-kaczka";c("ząbek czosnku", "cebula dymka", "imbir świeży", "jajko", "kaczka pierś", "makaron sojowy", "marchew", "papier ryżowy", "por", "sos rybny", "sos sojowy", "bazylia świeża", "ząbek czosnku", "imbir świeży", "kolendra świeża", "miód", "ocet ryżowy", "olej", "papryczka chili czerwona", "pieprz czarny", "sos rybny", "sos sojowy", "sól");"556,4";"9";"97,4";"2,7";"22,5"
"salatka-azjatycka-z-makaronem-i-kaczka";c("cukier brązowy", "curry", "pieprz czarny", "papryczka chili czerwona", "imbir świeży", "ogórek", "oliwa z oliwek", "sól", "makaron sojowy", "kolendra świeża", "ocet ryżowy", "kiełki rzodkiewki", "kaczka pierś", "ząbek czosnku");"337,1";"6,3";"42,3";"27,4";"27,4"
"salatka-z-ogorkow-z-kurczakiem";c("cukier brązowy", "cebula dymka", "curry", "cytryna", "pieprz czarny", "kurczak filety z piersi", "jogurt naturalny", "mięta świeża", "ogórek", "olej słonecznikowy", "sól");"720,1";"15";"30,6";"5,1";"71,3"
"szparagi-z-ziemniaczanym-puree-z-trybula";c("bulion warzywny", "cytryna", "pieprz czarny", "marchew", "masło klarowane", "sól", "szalotka", "szparagi białe", "śmietana 30%", "szparagi zielone", "groszek cukrowy", "mleko", "sól", "trybula", "ziemniak");"178,7";"11,3";"17,6";"5,3";"5,3"
"lupacz-z-salsa-pomidorowa";c("cebula", "natka pietruszki", "pomidorki koktajlowe", "ząbek czosnku", "cytryna", "pieprz czarny", "miód", "oliwa z oliwek", "pomarańcza", "sól", "łupacz filet");"202,3";"1,9";"18,1";"26,6";"26,6"
"szaszlyki-z-lososia-z-warzywami";c("ciabatta", "cukinia", "papryka czerwona", "łosoś filet, bez skóry", "oliwa z oliwek", "pieprz czarny", "sól", "szparagi zielone", "miód", "musztarda", "oliwa z oliwek", "papryka mielona słodka", "ketchup", "ogórek konserwowy", "oliwa z oliwek", "oregano suszone");"408,0";"19,3";"33,4";"26,7";"26,7"
"lizaki-z-lososia-z-pieczonymi-ziemniaczkami-w-pesto-i-ze-szpinakiem";c("łosoś filet, bez skóry", "limonka", "miód", "musztarda francuska", "oliwa z oliwek", "bazylia świeża", "masło", "oliwa z oliwek", "młode ziemniaki", "ząbek czosnku", "oliwa z oliwek", "grana padano, tarty", "pomidor suszony", "bazylia świeża", "szpinak baby");"511,9";"35,1";"25,1";"23,5";"23,5"
"salatka-z-makaronem-i-klopsikami";c("bazylia świeża", "cukier", "cytryna", "pieprz czarny", "jogurt naturalny", "oliwa z oliwek", "oregano świeże", "papryka mielona słodka", "papryka żółta", "rukola", "rzodkiewka", "sól", "śmietana 18%", "tymianek świeży", "mięso mielone wieprzowe", "makaron fusilli", "pieprz zielony");"410,8";"17,7";"39,3";"24,9";"24,9"
"nigiri-sushi-z-wedzonym-lososiem-i-krewetkami";c("cukier", "sos sojowy", "sól", "łosoś wędzony", "ocet ryżowy", "ryż do sushi", "wasabi", "liście alg morskich", "imbir marynowany różowy", "krewetki koktajlowe");"299,3";"3,2";"54,6";"13,3";"13,3"
"wegetarianskie-maki-sushi";c("awokado", "cukier", "ogórek", "sos sojowy", "sól", "limonka", "ocet ryżowy", "ryż do sushi", "wasabi", "liście alg morskich", "imbir marynowany różowy");"334,7";"5,2";"63,9";"8,1";"8,1"
"kotlety-schabowe-z-dipem-musztardowo-ogorkowym";c("bułka tarta", "pieprz czarny", "jajko", "masło klarowane", "papryka mielona słodka", "mięso wieprzowe schab", "sól", "mąka pszenna", "cebula dymka", "pieprz czarny", "miód", "musztarda", "ogórek konserwowy", "sól", "śmietana 12%");"522,3";"34";"29,1";"20";"20"
"zraz-wieprzowy-na-dziko-z-mloda-kapusta-i-ziemniakami-puree";c("bazylia świeża", "pieprz biały", "goździki mielone", "liść laurowy", "majeranek", "rozmaryn świeży", "tymianek suszony", "ziele angielskie", "cząber", "jałowiec", "kolendra świeża", "gorczyca", "kapusta biała", "cebula", "cukier", "cytryna", "pieprz czarny", "świeży koperek", "masło", "masło klarowane", "sól", "jajko", "masło klarowane", "miód", "mleko 3,2%", "mięso wieprzowe schab", "wino czerwone", "mąka pszenna", "śmietana 30%");"633,2";"42,5";"31";"27,2";"27,2"
"filet-z-zebacza-smugowego-w-zielonej-pietruszce";c("cytryna", "pieprz czarny", "masło", "natka pietruszki", "sól", "zębacz");"241,3";"9";"3,5";"34,6";"34,6"
"okon-nilowy-ze-szparagami";c("pieprz biały", "cebula dymka", "masło", "oliwa z oliwek", "sól", "wino białe", "szparagi zielone", "labraks filet");"415,5";"14";"6,1";"32,4";"32,4"
"dorsz-czarny-na-szpinaku";c("cytryna", "pieprz czarny", "masło", "oliwa z oliwek", "migdały płatki", "sól", "dorsz filet", "ząbek czosnku", "szpinak baby");"326";"17,1";"12,4";"30,7";"30,7"
"losos-w-orientalnej-marynacie";c("cytryna", "imbir świeży", "miód", "musztarda", "oliwa z oliwek", "sos sojowy", "łosoś dzwonki");"467,9";"33,7";"6,6";"34,8";"34,8"
"losos-z-salsa-z-botwinki-i-maslanymi-szparagami";c("szparagi białe", "pieprz biały", "botwina", "cytryna", "cebula czerwona", "ząbek czosnku", "łosoś filet, bez skóry", "masło", "mięta świeża", "miód", "pistacje", "sól", "pomidor suszony");"582,3";"39,2";"31,6";"32,5";"32,5"
"makaron-z-porem-i-pesto-z-orzechow-wloskich";c("pieprz czarny", "makaron spaghetti", "oliwa z oliwek", "orzech włoski", "parmezan", "por", "sól");"754,6";"30,9";"96,4";"26,6";"26,6"
"penne-z-kawalkami-poledwicy-i-pieczarkami";c("cebula", "masło", "papryka mielona słodka", "pieczarka", "sól", "wino białe", "szałwia świeża", "makaron penne", "polędwiczka wieprzowa", "śmietana 30%");"721,3";"25,7";"82,5";"36,7";"36,7"
"penne-z-salsa-freddo";c("ocet balsamiczny", "bazylia świeża", "cebula dymka", "cukier trzcinowy", "pieprz czarny", "pomidor czerwony", "oliwa z oliwek", "papryka żółta", "natka pietruszki", "rukola", "sól", "makaron penne", "ząbek czosnku");"331,3";"7,8";"56,4";"9,7";"9,7"
"placki-ziemniaczane-z-musem-jablkowym";c("cebula", "jajko", "olej słonecznikowy", "sól", "ziemniak", "cukier", "cynamon", "cytryna", "sok jabłkowy", "jabłko zielone");"128,8";"4,7";"20,2";"2,7";"2,7"
"bob-z-boczkiem";c("bób", "cebula", "pieprz czarny", "masło", "sól", "ziemniak", "cząber", "boczek surowy", "mąka pszenna");"853,2";"47,7";"78";"32";"32"
"smazone-ziemniaki-z-warzywami-z-sosem-balsamico";c("cebula dymka", "cukinia", "cytryna", "pieprz czarny", "marchew", "masło", "ocet balsamiczny", "olej słonecznikowy", "sól", "ziemniak", "dynia hokkaido", "cremé fraîche");"295,2";"15,6";"35,7";"5,6";"5,6"
"filet-z-kurczaka-w-ziolach-z-gratin-z-warzyw";c("bakłażan", "ocet balsamiczny", "bazylia świeża", "cebula", "cukinia", "pieprz czarny", "papryka czerwona", "kurczak filety z piersi", "jajko", "mięta świeża", "musztarda", "olej", "oliwa z oliwek", "papryka zielona", "papryka żółta", "rozmaryn świeży", "sól", "śmietana 18%", "tymianek świeży", "zioła prowansalskie", "szałwia świeża");"427,5";"18";"19,7";"29,8";"29,8"
"burgery-wolowe-z-sosem-z-karmelizowanej-cebuli";c("cykoria", "burger wołowy", "chleb żytni", "pomidor czerwony", "cukier brązowy", "cebula czerwona", "wino czerwone", "majonez", "ogórek kiszony");"754,9";"62,2";"43,2";"4,6";"4,6"
"grillowane-szaszlyki-z-karkowki-ze-szparagami";c("bakłażan", "cytryna", "pieprz czarny", "oliwa z oliwek", "sól", "kolendra świeża", "pasta sezamowa tahini", "ząbek czosnku", "cytryna", "imbir świeży", "miód", "oliwa z oliwek", "sos sojowy", "sos worcester", "pieprz czarny", "oliwa z oliwek", "sól", "szparagi zielone", "ząbek czosnku", "mięso wieprzowe karkówka");"313,7";"26,3";"19,1";"27,1";"27,1"
"placki-ziemniaczane-z-puree-ze-swiezych-truskawek";c("cukier", "cukier wanilinowy", "cytryna", "jajko", "jogurt naturalny", "olej słonecznikowy", "sól", "truskawka", "ziemniak");"339,8";"8,2";"54";"13,2";"13,2"
"nalesniki-z-cheddarem-i-suszonymi-pomidorami";c("jajko", "mąka pszenna", "mleko", "olej", "sól", "woda", "cebula czerwona", "masło", "pieprz czarny", "ser cheddar", "pomidor suszony", "bazylia świeża");"516,1";"25,9";"51,6";"22,4";"22,4"
"poledwica-wieprzowa-ze-szparagami-w-smietanie";c("pieprz czarny", "masło", "olej słonecznikowy", "sól", "trybula", "wino białe", "szparagi białe", "polędwiczka wieprzowa", "ryż długoziarnisty", "śmietana 30%");"659,4";"32,5";"45,5";"31,6";"31,6"
"ogorki-faszerowane-ryba-i-ryzem";c("cytryna", "bulion warzywny", "świeży koperek", "dorsz filet", "musztarda", "ogórek gruntowy", "olej słonecznikowy", "pieprz czarny", "ryż długoziarnisty", "sól", "szalotka", "śmietana 30%");"346,9";"13,2";"36,7";"20";"20"
"zapiekanka-ziemniaczana-z-lososiem";c("cytryna", "łosoś filet, bez skóry", "oliwa z oliwek", "papryczka chili czerwona", "pieprz biały", "sól", "jajko", "kminek cały", "musztarda francuska", "ser edamski", "pomidor suszony", "śmietana 12%", "ziemniak", "cebula czerwona", "ząbek czosnku", "papryka czerwona");"595,4";"35,1";"26,6";"43,8";"43,8"
"placki-ziemniaczane-z-ciecierzyca-z-salatka-z-pomidorow";c("cebula", "curry", "pieprz czarny", "olej słonecznikowy", "sól", "ziemniak", "ciecierzyca konserwowa", "pieprz czarny", "pomidor czerwony", "oliwa z oliwek", "pomarańcza", "sól", "ząbek czosnku");"211,7";"9,6";"26,5";"6,7";"6,7"
"zapiekane-enchiladas-z-farszem-z-miesa-mielonego-i-mango";c("cebula", "pieprz czarny", "papryczka chili czerwona", "pomidor czerwony", "jajko", "mango", "masło", "mleko", "oliwa z oliwek", "sól", "woda", "mięso mielone wieprzowe", "ser żółty", "mąka pszenna", "ząbek czosnku", "cremé fraîche");"647,5";"41,7";"30,8";"38";"38"
"zapiekane-nalesniki-z-ratatouille";c("bakłażan", "bulion warzywny", "cebula", "cukier", "cukinia", "papryka czerwona", "wino czerwone", "ząbek czosnku", "oliwa z oliwek", "pieprz czarny", "pomidor czerwony", "sól", "zioła prowansalskie", "papryka żółta", "jajko", "masło", "mąka pszenna", "mleko", "oliwa z oliwek", "sól", "woda", "ser żółty");"399,5";"17,0";"42,6";"17,9";"17,9"
"nalesniki-z-kremem-z-rabarbaru";c("cukier brązowy", "cukier puder", "cukier wanilinowy", "jajko", "jogurt naturalny", "mleko", "olej słonecznikowy", "proszek do pieczenia", "rabarbar", "sól", "sok jabłkowy", "mąka pszenna", "śmietana 30%");"454,1";"19,5";"59,4";"12";"12"
"nalesniki-po-austriacku-z-morelami-i-lodami-waniliowymi";c("cukier", "cukier puder", "cukier wanilinowy", "jajko", "masło", "mąka ziemniaczana", "miód", "mleko", "sól", "wino białe", "morele suszone", "lody waniliowe", "mąka pszenna");"585,5";"18,6";"91,1";"13";"13"
"schab-duszony-z-salatka-i-brokulami";c("bazylia świeża", "cukier", "cytryna", "oliwki czarne", "mozzarella", "oliwa z oliwek", "pomidorki koktajlowe", "rukola", "sól", "brokuł", "migdały płatki", "pieprz czarny", "mięso wieprzowe schab", "sól", "tymianek suszony", "wino białe", "zioła prowansalskie", "mąka pszenna", "ząbek czosnku");"473";"26,5";"16,5";"34";"34"
"megakanapka-z-marynowanym-schabem-i-pesto-z-rukoli";c("cebula", "pieprz czarny", "masło", "ocet jabłkowy", "oliwa z oliwek", "pistacje", "rodzynki", "rukola", "mięso wieprzowe schab", "sól", "grana padano", "tymianek świeży", "bagietka", "ser kozi", "ząbek czosnku");"809,5";"45,4";"49,5";"45,6";"45,6"
"quesadillas-z-awokado";c("awokado", "curry", "jajko", "masło", "mleko", "proszek do pieczenia", "sól", "śmietana 18%", "szynka gotowana", "limonka", "mąka pszenna", "ser ementaler", "rukola");"254,2";"16,6";"18,1";"9,8";"9,8"
"zapiekanka-z-jablkiem-i-amarantusem";c("cukier brązowy", "jajko", "masło", "masło", "orzech laskowy", "wanilia", "sok jabłkowy", "twaróg chudy", "jabłko zielone", "amarantus");"422,1";"13,5";"62,9";"14,5";"14,5"
"racuchy-ze-szpinakiem-i-kozim-serem";c("ząbek czosnku", "gałka muszkatołowa mielona", "jajko", "mąka pszenna", "mąka żytnia", "pieprz biały", "pomidorki koktajlowe", "curry", "ser kozi", "sól", "szpinak baby", "ziemniak");"495,2";"10,5";"78,6";"20,7";"20,7"
